order_id,payment_sequential,payment_type,payment_installments,payment_value
O3kEwpEBakLG,1,credit_card,1,637.49
TKwhZWStGsmY,1,wallet,1,29.9
I54x5B7ZScB4,1,credit_card,3,36.07
KOrn1FCfjiwG,1,credit_card,1,235.79
RI0Rc1aPQdUs,1,credit_card,4,277.25
q4CIb4iWNj6w,1,voucher,1,43.06
ATrYoxeRKpjR,1,credit_card,1,98.59
k1rQ3PIw3yYp,1,wallet,1,281.52
lD9HnSAxViqE,1,credit_card,1,367.2
PX1ynyV2HPjl,1,credit_card,5,150.99
Gwq3kXZ8MW3c,1,credit_card,1,631.71
W3nEEHGY8aZe,1,credit_card,3,157.28
mpXwWjfPlBSr,1,credit_card,6,3.44
xneeAgYsRUlF,1,credit_card,8,438.18
BRj5e8wXFtYd,1,credit_card,1,1435.97
fuBWf4V2Fw1v,1,credit_card,3,426.25
mpPCmbAGPedF,1,credit_card,3,899.99
yb8LxW1FVkLV,1,credit_card,15,273.54
7s3w2S5NqgHr,1,credit_card,1,236.47
nWpya4oQZL6n,1,credit_card,2,383.5
tytEgIj2Th3J,1,credit_card,3,447.62
Wa1rNI8dP7zs,1,wallet,1,197.73
fIrfCQsEFnE9,1,credit_card,10,123.02
at7rWo8KPYVJ,1,credit_card,1,143.46
PmfjmIs699a5,1,credit_card,10,183.16
Na5LA4dY4q9A,1,credit_card,10,36.23
BunZbvls0n1k,1,wallet,1,320.76
AhUvxUGYsopt,1,credit_card,10,135.1
gI9LiRm1Ryjt,1,credit_card,1,0.91
E93Sn1q2YqAV,2,voucher,1,5.75
FrByV3btkMWv,2,voucher,1,25.27
8J2PSZX0Qado,1,credit_card,6,223.72
47UxbbQPIt5G,1,credit_card,8,212.36
ojnrE1j1yZNk,1,credit_card,5,674.87
bCo6YkJgUmME,1,credit_card,1,189.92
DKYTTXy6VhNE,1,debit_card,1,113.66
nr3yNXzg551L,1,wallet,1,449.29
zErVTquqlznU,2,voucher,1,208.89
vJOB9Yahwavl,1,credit_card,1,405.83
tJN8rPKqcCsC,1,credit_card,2,1025.05
jap0obJnnAmy,1,credit_card,1,267.8
B1SS9cXxCf43,1,wallet,1,180.93
KXDoKZReRLYT,1,wallet,1,304.5
J20qFvYqnjav,1,credit_card,1,102.12
ODQVs33Hh84k,1,credit_card,1,66.46
xX2UiyxIPZSv,1,credit_card,3,9.27
xiJphil15jpi,3,voucher,1,166.39
E8OuxMoG0Q75,1,debit_card,1,253.07
FABrt78aO16I,1,credit_card,3,165.58
6b03hCPGdqkl,1,credit_card,8,91.58
Jcy2W2E0Agmu,2,voucher,1,33.48
aOYDktekeGQa,1,credit_card,3,155.03
D7VNrgEGCxnU,1,credit_card,3,395.5
rSLWWI0YOkKf,1,credit_card,4,130.07
KYO2H5mu4Wc2,5,voucher,1,33.48
HkhWA2uQbJjR,1,wallet,1,303.4
UEMavvdMBBA8,1,wallet,1,221.79
yCkVMOcqHA1A,1,credit_card,1,118.46
6wadKo4Uu9GE,1,wallet,1,100.76
8mIyPGLbfaH5,1,credit_card,10,465.08
ZEHiCVT7ZSba,1,wallet,1,390.69
oAESSZCHbW0s,1,credit_card,3,251.16
KHgfaMNh9uhy,1,wallet,1,61.02
7Tm4svxqksuZ,1,credit_card,10,928.68
nGdpUMWwEiJW,1,wallet,1,184.89
2MGiPfM1fYce,1,credit_card,10,43.72
V2mJU7eydnfg,1,wallet,1,101.32
DAYUX6uOyR75,14,voucher,1,534.25
boeIrCCs8kim,1,credit_card,4,95.01
EEGYTFIZDfBx,1,credit_card,2,66.13
BihLVZjmyN0H,1,credit_card,1,167.82
1kGGcFSFoKao,1,credit_card,6,230.14
eVFyR1qdF9cp,1,credit_card,2,51.44
ho9aYoyNRGoz,1,credit_card,2,120.28
vsQdmfvAWD0r,1,credit_card,1,425.79
NtSSqXv1Z1Wm,1,credit_card,8,318.96
ksOPq3lpCN7q,1,credit_card,2,245.4
QfDwhACQ23Xr,1,credit_card,5,234.61
u5AJRhmBLQtz,1,credit_card,5,83.22
pX5m0O1CVY5q,1,wallet,1,35.34
jyNEi4sA1XHY,1,credit_card,1,116.58
8WYnlgMCHPfg,1,wallet,1,548.08
YNo05KYxHSkK,1,credit_card,10,203.63
LlxtAAKjt6BB,1,credit_card,1,51.09
PNI2HqlPxVjC,1,wallet,1,107.01
F8EbvNo4GhiG,1,credit_card,2,27.96
oSyS0JoHQjtO,1,credit_card,1,52.15
5AI7yWNtkxDG,2,voucher,1,168.6
9bqV6nH4nfrW,1,credit_card,2,172.39
QWzeukLNfMeF,1,credit_card,1,732.29
mNxi2hOZpFeh,1,credit_card,4,109.3
Fie0ynZ7drmB,1,credit_card,1,4.07
M9fSx7DrrYb9,1,credit_card,3,180.29
Yhkot2w7WEXz,1,wallet,1,139.01
AdQYiwpmbcZs,1,credit_card,3,157.21
6QNUKHTlKzQz,1,credit_card,2,119.38
FXRNx6tgp5qm,1,credit_card,1,539.88
bJx1zp3tvlFI,1,credit_card,1,38.34
yEA6uAyJrtyn,1,credit_card,3,88.72
sWGOVCBlIYpQ,1,credit_card,8,308.81
hTsd7hsjSQkN,1,credit_card,1,252.88
7Z0hXerVDxYV,1,wallet,1,118.79
YeL4SAuZWnm6,1,credit_card,1,131.36
OGBnugiiwsQ7,1,credit_card,1,368.12
cfV2FFpdyahv,1,credit_card,3,46.28
E8AKfhtGs86K,1,wallet,1,351.25
OR0wt8h1DIKb,2,voucher,1,138.7
qHQXGVVCHZYY,1,credit_card,1,70.63
xpfzksDexXMI,1,credit_card,1,489.98
YYNavM4ecDW5,1,credit_card,3,53.51
qUt5sGnfTqfO,1,credit_card,3,367.27
RVEKyUSqDZHV,1,credit_card,1,61.08
FfgsDN9OZGuM,1,credit_card,5,365.74
sMzZJbA97sz8,1,credit_card,4,127.54
oGdO8jGWtiCD,1,credit_card,1,88.49
R4puFrZcycnq,1,credit_card,6,72.18
CetUKkHYgPya,1,credit_card,1,116.95
0d19WT6gAay3,1,credit_card,1,589.92
Biqo21nETaMO,1,credit_card,3,950.0
hhBKG3qil2KL,1,credit_card,1,241.36
aDnwWyOFhEJ2,1,credit_card,2,605.56
C5Vs4Tb4ozNR,1,credit_card,2,191.34
U1mAeIP72gPD,1,credit_card,1,88.61
DfUyZDa86qO9,1,credit_card,8,296.08
ZskwlJutdrsO,1,credit_card,1,169.94
n2qxYfewEQFx,1,credit_card,20,43.12
HOR4OGRLZFAi,1,credit_card,1,39.89
m1LtjhIB9CsJ,1,credit_card,1,573.78
JXMfAIkr2GMn,1,credit_card,2,40.58
ao8cwuTvK450,1,credit_card,4,23.08
0UBmWOKw8fEf,1,credit_card,3,289.32
jVdQnhB1si7w,1,credit_card,3,239.52
WWw3VcoVGQWw,3,voucher,1,1086.08
Nifv0ug4fbdY,1,credit_card,1,233.8
BUg1mBIQpkwF,1,credit_card,4,358.04
46mQB8D3v9eI,1,credit_card,2,180.62
0DLS5w2AyhwI,1,credit_card,2,77.01
PLRvoLumWbkD,1,wallet,1,67.9
oVRVeW4UOiln,1,credit_card,8,267.16
grIIIXCxNzVS,1,credit_card,10,168.57
sWOapohERXHv,1,credit_card,4,190.04
3zQxmjW6iIQM,1,credit_card,1,176.16
bL1iH5RftKa5,1,credit_card,8,128.24
qMnWT2faWgwg,1,voucher,1,37.12
VtlAs8XD0DsD,1,credit_card,1,32.02
LkbR0ufbuMHg,1,wallet,1,106.56
V8k8G52pXF97,1,wallet,1,97.95
pmsiX0dmE1rH,1,credit_card,4,90.74
roLFENE2HITq,1,credit_card,1,38.75
FrhdrgQs3oNw,1,credit_card,3,57.64
3llJ3o8c2vXh,1,wallet,1,112.56
6gqB9L4H6mTT,1,credit_card,3,52.82
rkEDCr6cFVPU,1,wallet,1,329.34
ZEA7QmAPMVfg,1,credit_card,4,699.62
TJoDeQ2Xlz5v,1,credit_card,1,128.61
Tyqe3VkvE2ia,1,credit_card,1,97.98
ozLF9m7eEm98,1,wallet,1,375.0
JXMbT6I9MNoO,1,credit_card,1,27.57
RHC6EUl5JcR5,1,credit_card,8,407.67
DwOeec3mPOL9,2,voucher,1,49.91
1LQsht0oRLjV,1,credit_card,10,235.69
DhYtehGRi5Ft,1,credit_card,2,196.46
Od8slGuu4iXb,1,credit_card,3,96.3
XnBRhcE8kuI9,1,credit_card,3,1816.34
wwYVWXIl3qEc,1,wallet,1,128.65
4pXD71R3zOzN,1,credit_card,1,657.05
K0NF1wdh0LvK,1,credit_card,1,461.51
6UsiVOKddOkD,1,wallet,1,12.0
hVDdZER4kLPK,1,credit_card,3,255.24
bHH5GqG5l1Z1,1,credit_card,1,77.01
hj982ZHuOpX2,1,credit_card,1,101.15
xmetOCIiW5xA,1,credit_card,4,389.43
AqBRn45qEWbc,1,credit_card,1,389.31
dIqUTmB6GAfq,1,credit_card,1,173.82
giwiJ531UruF,1,credit_card,1,63.38
5qBwZDA0LlFC,1,credit_card,1,21.16
SSWdznwYcP3H,1,credit_card,5,43.98
wRnAjbJ6jnUf,1,credit_card,1,256.6
I7EQbnwm1Q63,1,debit_card,1,619.44
cRMM1epfDvSR,1,credit_card,2,200.04
fuEVwCKcg8U1,1,credit_card,10,28.22
hQ9yfvzfLbcw,1,credit_card,3,90.74
VLa5YZFj2W0i,1,voucher,1,1166.43
DTJdNewgAKSE,1,credit_card,10,29.18
0XMCKHWULwyS,1,credit_card,1,29.05
g8ZrY2zT7ya4,1,credit_card,2,129.42
GOKkBcX2MRRC,1,credit_card,1,39.14
g8AatMWmKGPw,1,credit_card,1,9.31
1VAo82Ufuaol,1,wallet,1,315.66
0DF59MmccPv4,1,credit_card,1,66.7
10rJ5Zmskknk,1,credit_card,1,186.46
Zcvs2Y4jT91x,1,credit_card,1,30.3
VLMKKFKzUVf2,1,credit_card,1,87.76
U39IZgP9B2Pr,2,voucher,1,39.69
zwBAkVYfxyyQ,1,credit_card,6,133.27
4dGL3OCJqVkG,1,credit_card,8,263.78
iJXWaA3D3LXT,1,wallet,1,106.97
r8I48M6OwJcP,1,credit_card,1,170.94
PQyDjW5Yhmam,1,credit_card,2,94.43
3pCApHYAqA0t,1,credit_card,8,93.02
27m5wByUrmwi,1,credit_card,3,110.76
lkENMnhS0Mue,1,credit_card,2,127.04
OWudByJ0dr8x,1,credit_card,4,530.47
TQf1axf2lHVQ,1,wallet,1,438.26
iwqRFnkT6L9F,1,wallet,1,438.22
X09r1IAJN74u,1,credit_card,1,233.05
fDq8lkNRbhjT,1,credit_card,1,206.32
pthAHR3zwX1k,1,credit_card,3,131.03
dqLJMOWoxGtr,1,credit_card,2,354.23
4RqmOiHxYk5j,1,credit_card,2,242.1
WKD2izUQvi6X,1,credit_card,1,219.46
kF1s9JGOD3SG,1,credit_card,2,340.24
hZvtvOu6GZ9X,1,credit_card,1,147.73
iC6vks75waN1,1,wallet,1,506.46
ATo4U0L18MV4,1,credit_card,1,1016.06
ThqqOmxw1IuW,2,voucher,1,355.58
7K3rCKgQmI5v,1,credit_card,2,217.82
LombvAfyS2hZ,1,credit_card,2,128.22
rGp7A3FZPgjV,1,credit_card,2,177.44
PA5kLl3m686D,1,credit_card,1,89.61
rIobcSQlTAIN,1,credit_card,3,117.43
sQmJgSBLPonq,1,credit_card,1,365.85
bhpKla1yGfy8,1,wallet,1,210.54
YAEyeHY8GiXF,1,credit_card,1,183.56
FUhKtZT2K0Im,1,credit_card,3,217.82
YMfgkNmDC5X2,1,credit_card,4,1710.18
D26ZAsmExW98,1,credit_card,2,401.09
uWothCpUmPXk,1,credit_card,1,55.79
Z1nz0kUUoHho,1,credit_card,2,162.7
rR0Zp9oGMM7X,1,wallet,1,187.53
n3qPTf4Z5GHE,1,credit_card,2,500.17
8B9D23A6KuJE,1,credit_card,4,1130.03
AGIPGCIf811D,1,credit_card,4,401.09
BVjnauNHsi9I,1,credit_card,1,63.78
aXRVCAK6zK0x,1,wallet,1,163.85
g9TR3ScQLhNJ,1,credit_card,4,340.04
4qwPCoOeF6u1,1,credit_card,5,61.12
SqBjEWXOdARn,1,credit_card,1,98.43
gmBqwCtFPGJA,1,credit_card,2,279.38
lu7SqEkTkyUy,1,credit_card,4,531.73
6Y0NFk6NUvGl,1,wallet,1,288.88
DPRRGG9csbKJ,1,credit_card,1,128.54
7BjykpQE7QRT,1,credit_card,10,505.12
SmMitqaEsuWO,1,wallet,1,328.76
7HwO6wJIYehF,1,credit_card,1,1003.76
qR7cDAcwcTOq,1,wallet,1,95.01
rcCgzGeUV0tH,1,wallet,1,683.97
i9OYulaEKdyi,1,credit_card,1,363.2
36kRQWTAsprF,1,credit_card,8,91.12
2dWPVJZxwi1t,1,wallet,1,318.25
H2sbmSsuHq2V,1,wallet,1,233.46
xj31p7wHOd6X,2,voucher,1,145.48
SoQynNVGWmGN,1,wallet,1,52.33
9U8Q6btOgIlI,1,credit_card,2,16.28
NQuyw3LJgPgc,1,credit_card,5,328.72
Re014mariwwi,1,credit_card,6,1006.77
djhHtQyPdTWI,1,credit_card,6,104.89
vgZoQIXiEWps,1,credit_card,8,131.43
FBBEfDzPKZG9,1,credit_card,1,389.45
PmtQlxTGKPcA,1,wallet,1,305.43
t4nJirEExSQ1,1,credit_card,1,666.68
6pnw4hyUDAML,1,wallet,1,301.35
8imv30tsvjS6,1,credit_card,1,165.25
AN0LPeDjWUza,1,credit_card,4,148.17
iuJIJeB4vf0M,1,credit_card,6,66.1
v6heTvA4ecgM,1,credit_card,1,235.19
2z0J1TsDQcfv,1,wallet,1,782.26
TeZ0nzyvsRRN,1,wallet,1,255.08
bY2cGOI6XpVK,1,credit_card,2,271.28
NzTOIsBiUKrl,1,credit_card,2,152.04
aVIcG7VKLPWV,1,credit_card,4,166.62
VFDder0yq9I9,1,credit_card,4,806.69
8GeclE4Rp2QR,1,credit_card,8,196.74
mlof9iBBk8YB,1,credit_card,3,103.83
cl0NeDXDu7fb,1,credit_card,3,94.21
GFTwjcw6q56j,3,voucher,1,61.02
9KtbBt5zy7sx,1,credit_card,2,254.76
eWUac9oeh1tv,1,wallet,1,274.81
8lM7XW1XJ9eM,1,credit_card,10,4.45
y9rnhHHoMPVi,1,wallet,1,4.88
9HRvyYtiYj08,1,credit_card,2,201.53
RXr0Pq0a2arg,1,credit_card,8,145.95
2QIVkkyZ8RSQ,1,credit_card,6,102.41
V31QKgYddF4p,1,voucher,1,34.79
VTZa4KTg0syY,1,credit_card,2,73.05
t11DDNtIIXGr,1,credit_card,1,118.79
tCK55o06SO34,2,voucher,1,30.09
aHzSMYk4vQMK,2,voucher,1,107.55
BUPnDHEpTEYw,1,wallet,1,170.34
P3Yh81rTtDQb,1,credit_card,8,440.17
7StTr6G9uVcV,1,credit_card,1,157.46
p8erECFNyNYX,10,voucher,1,25.49
L3T6OJnjTlXb,3,voucher,1,727.98
N3fIfitoQtmP,1,wallet,1,542.66
43VT6pfqVWQq,1,credit_card,2,86.96
Rmc3vFluFqEi,1,voucher,1,206.2
USsox4oIQaVK,1,wallet,1,91.48
e2rxoTN4dHYl,1,credit_card,1,50.17
e0odnJSmEDtd,2,voucher,1,193.47
KyhVyjIwoxUR,1,credit_card,2,173.89
4BD1mwqdmeWP,1,credit_card,1,80.85
1HoooFCAAipF,1,wallet,1,428.08
ujfwoQlALhEM,1,credit_card,3,55.43
DU2VQZyo6GkN,1,credit_card,6,94.42
hSaoyGZch9Z5,1,credit_card,1,192.83
yeJWwvlsVv2K,1,credit_card,6,70.11
Kzj2zW9ALdOn,1,credit_card,1,164.83
oDs5nEXNL9lV,1,credit_card,2,255.97
lDzWKIMnMQRe,1,credit_card,3,62.04
qVNLeUroeLzd,1,credit_card,1,539.94
hpGrV8BgZ2Ga,1,wallet,1,9.84
DSy03UmxuvNm,1,credit_card,6,74.29
cItVrkN9oiVK,1,credit_card,1,243.01
OUvkNi0sA2ks,1,credit_card,6,25.67
0gQui6LvlU5t,1,credit_card,5,87.96
pLZBIXXoQDrD,1,credit_card,1,211.16
NKyiiSfrgbEE,1,wallet,1,53.33
JfzZhp0Tjdhv,1,credit_card,3,75.73
dfHIK6FiSMJK,1,credit_card,1,249.39
1GD1ztHSEY89,1,credit_card,10,151.15
4EL6KRUybg09,1,credit_card,5,313.93
AkmfCk8R06qD,1,credit_card,2,68.37
m68ISWKzviHJ,1,credit_card,1,139.68
Jb47A3Af9mi8,1,credit_card,4,371.14
DZ1MJcaivJ1A,1,credit_card,8,211.26
iuKcjULhAbtK,1,credit_card,15,338.51
yGcapJ36OCQA,1,credit_card,3,197.06
3XiC2Rlo50Iu,1,wallet,1,212.01
dgq4y5ziFJlc,1,credit_card,2,114.58
uMol3qcCJYDk,1,credit_card,5,36.96
VgblKNAeuaYZ,1,credit_card,5,36.39
rRyw0Uv2s6Cr,1,credit_card,6,282.18
ieDqh6AghnQ1,1,credit_card,3,183.56
TSmP7B9NYZQR,1,credit_card,1,256.24
x1curOgPTqWp,1,wallet,1,98.69
Ee96ATLQSWKh,1,credit_card,10,515.08
DmUUzfXyVm69,1,credit_card,1,306.63
fnUhOd9v4vy9,1,wallet,1,175.23
58RjiVzxQUqW,1,wallet,1,328.08
7Xkh6efI4nRr,1,credit_card,1,307.86
1S0V4zm14Sl7,1,credit_card,6,732.68
yJ9AvqhRv87m,1,credit_card,9,251.82
Hh2i308tChyu,1,credit_card,1,386.46
OX3PAIf1m6fY,1,credit_card,3,131.97
CRz9uZubKDHr,1,credit_card,2,112.1
YZrS899bLEhp,1,credit_card,4,125.84
Dy6W5P61hOwE,1,credit_card,9,142.23
ZN2K6DbGxXmu,1,credit_card,1,138.28
z0ppW11jMOEz,1,voucher,1,255.33
my5M3Y1O81eH,1,wallet,1,103.73
ZCUmP89tgwn8,1,credit_card,1,271.08
xGteaEANe0M8,1,credit_card,2,203.34
RY18bAQlLAQ8,1,credit_card,4,2073.25
KbdHRyE4Ok8u,1,credit_card,1,48.05
44iBM5ddZAsc,1,credit_card,1,119.67
wDxGhxIhiaWl,1,credit_card,5,67.95
zrzHXZTUzOfx,1,credit_card,10,106.17
XL3tqSGhuACw,1,credit_card,1,148.93
0tQNH5yMQnRR,1,credit_card,2,35.49
HMibbC4n9Us9,1,credit_card,2,209.1
GXDPr1j1Ts2p,2,voucher,1,689.93
TuYYbacjEAIo,1,credit_card,1,57.0
qCyo7rwAzOOQ,1,wallet,1,163.43
k4DMOE7CQOYf,1,credit_card,5,227.83
nZzXZ18fOglg,1,credit_card,1,3024.08
zO3o5CWKRQHt,1,credit_card,10,320.96
KaBuciUjz8gx,1,wallet,1,175.57
DPkBB5UwdO20,1,credit_card,2,423.13
Q7XE8hJj6E2t,1,wallet,1,36.64
Kceb90mhL8ES,1,credit_card,6,5.78
QNVf567QxsCo,1,wallet,1,135.71
yTxwFIsk9dtg,1,credit_card,10,375.93
NJL5pw4RWM7D,1,credit_card,4,42.82
JtNzDxuzkRxr,1,credit_card,5,248.94
4GUbLR1aPK9d,1,credit_card,7,291.12
IzNblTWVwQAa,1,credit_card,4,242.12
DHH11XdNlWxX,1,credit_card,8,686.02
ybfGUmIVyYyg,1,credit_card,5,129.0
S604A9iIoCwI,1,credit_card,3,221.16
zT4J82bYPvE2,1,wallet,1,134.38
dqPjUcXODdly,1,credit_card,1,51.42
WgNOCMuHd9W6,1,credit_card,1,67.73
Uxz0vOb2sQDR,1,credit_card,10,118.59
49MdL5vZ7jIE,1,wallet,1,421.12
NprVssoIK8Rn,1,credit_card,2,208.02
6vSwBHhBtz0y,1,credit_card,5,138.85
vEPbz2whQgxU,1,credit_card,1,459.5
